Model_Name,Case,Learning_Rate,Epochs,Transformation,Rotation,Loss_Function,MSE,MAE,Cosine_Similarity,Angle_Difference
single_coord_linear_mlp,case_k_003_left,0.1,30,grid128,False,mse,0.2033882737159729,0.3384690582752228,0.6740977764129639,43.90547561645508
single_coord_linear_mlp,case_k_008_right,0.1,30,grid128,False,mse,0.08655983209609985,0.2379114031791687,0.8159497380256653,31.314342498779297
single_coord_linear_mlp,case_m_006_left,0.1,30,grid128,False,mse,0.08004480600357056,0.21881793439388275,0.9272860884666443,19.680179595947266
single_coord_linear_mlp,case_w_027_right,0.1,30,grid128,False,mse,0.09316668659448624,0.2495547980070114,0.8171833157539368,32.178558349609375
single_coord_linear_mlp,case_w_038_left,0.1,30,grid128,False,mse,0.11109321564435959,0.26540306210517883,0.8213673830032349,31.37519645690918
single_coord_linear_mlp,aneurysm1,0.1,30,grid128,False,mse,0.04714588820934296,0.18231996893882751,0.8616435527801514,27.24820899963379
single_coord_linear_mlp,aneurysm2,0.1,30,grid128,False,mse,0.0847068727016449,0.25075599551200867,0.7019590735435486,43.167396545410156
single_coord_linear_mlp,bifurication,0.1,30,grid128,False,mse,0.0020901768002659082,0.025795254856348038,0.9204177260398865,19.66376304626465
single_coord_linear_mlp,cylinder,0.1,30,grid128,False,mse,0.004697159864008427,0.03286995366215706,0.9998685717582703,0.916627824306488
single_coord_linear_mlp,case_k_003_left,0.1,30,unitcube,False,mse,0.12670966982841492,0.19669684767723083,0.28047871589660645,67.2955551147461
single_coord_linear_mlp,case_k_008_right,0.1,30,unitcube,False,mse,0.027402808889746666,0.11340094357728958,0.3730156421661377,57.62303924560547
single_coord_linear_mlp,case_m_006_left,0.1,30,unitcube,False,mse,0.02240089699625969,0.10839664936065674,0.5892553329467773,40.94642639160156
single_coord_linear_mlp,case_w_027_right,0.1,30,unitcube,False,mse,0.03749911114573479,0.1365499645471573,0.2483396679162979,69.79434204101562
single_coord_linear_mlp,case_w_038_left,0.1,30,unitcube,False,mse,0.05249319598078728,0.15866509079933167,0.4223674535751343,55.273719787597656
single_coord_linear_mlp,bifurication,0.1,30,unitcube,False,mse,0.006067877169698477,0.05215426906943321,0.8511737585067749,21.68018341064453
single_coord_linear_mlp,aneurysm2,0.1,30,unitcube,False,mse,0.01290226075798273,0.07759395241737366,0.14578916132450104,76.84078979492188
single_coord_linear_mlp,aneurysm1,0.1,30,unitcube,False,mse,0.01701311580836773,0.09779027849435806,0.19176144897937775,75.49413299560547
single_coord_linear_mlp,cylinder,0.1,30,unitcube,False,mse,0.0038341768085956573,0.0397837869822979,0.9426417350769043,9.243484497070312
single_coord_linear_mlp,case_k_003_left,0.1,30,zerocenter,False,mse,0.12722580134868622,0.19716738164424896,0.2727583646774292,67.93485260009766
single_coord_linear_mlp,case_k_008_right,0.1,30,zerocenter,False,mse,0.027381565421819687,0.112973153591156,0.3751356601715088,57.43452453613281
single_coord_linear_mlp,case_m_006_left,0.1,30,zerocenter,False,mse,0.022382032126188278,0.10828101634979248,0.5886735320091248,40.86769485473633
