Model_Name,Case,Learning_Rate,Epochs,Transformation,Rotation,Loss_Function,MSE,MAE,Cosine_Similarity,Angle_Difference
single_coord_linear_encoder,case_k_003_left,0.1,30,unitcube,False,mse,0.126619353890419,0.1956336796283722,0.27615270018577576,67.7691879272461
single_coord_linear_encoder,case_k_008_right,0.1,30,unitcube,False,mse,0.02722744084894657,0.11165657639503479,0.3701710104942322,58.04734802246094
single_coord_linear_encoder,case_m_006_left,0.1,30,unitcube,False,mse,0.02198321558535099,0.10552536696195602,0.6005811095237732,39.418373107910156
single_coord_linear_encoder,case_w_027_right,0.1,30,unitcube,False,mse,0.036791346967220306,0.1337289959192276,0.25677818059921265,68.99381256103516
single_coord_linear_encoder,case_w_038_left,0.1,30,unitcube,False,mse,0.0524410717189312,0.15772020816802979,0.42316505312919617,55.289424896240234
single_coord_linear_encoder,bifurication,0.1,30,unitcube,False,mse,0.005429679062217474,0.048384010791778564,0.857142984867096,20.810884475708008
single_coord_linear_encoder,aneurysm2,0.1,30,unitcube,False,mse,0.012376523576676846,0.0745377168059349,0.13313744962215424,77.89069366455078
single_coord_linear_encoder,aneurysm1,0.1,30,unitcube,False,mse,0.016076019033789635,0.09422781318426132,0.1971837282180786,74.76598358154297
single_coord_linear_encoder,cylinder,0.1,30,unitcube,False,mse,0.0034456083085387945,0.03569070249795914,0.9491945505142212,6.3443522453308105
single_coord_linear_encoder,case_k_003_left,0.1,30,zerocenter,False,mse,0.12686334550380707,0.19853276014328003,0.28205740451812744,67.32988739013672
single_coord_linear_encoder,case_k_008_right,0.1,30,zerocenter,False,mse,0.028501980006694794,0.11590106040239334,0.3659476637840271,58.513221740722656
single_coord_linear_encoder,case_m_006_left,0.1,30,zerocenter,False,mse,0.021611526608467102,0.10650472342967987,0.6055658459663391,38.879146575927734
single_coord_linear_encoder,case_w_027_right,0.1,30,zerocenter,False,mse,0.03767896816134453,0.13674767315387726,0.26037946343421936,68.62828826904297
single_coord_linear_encoder,case_w_038_left,0.1,30,zerocenter,False,mse,0.051689889281988144,0.15834610164165497,0.42985624074935913,54.6666145324707
single_coord_linear_encoder,bifurication,0.1,30,zerocenter,False,mse,0.007076598703861237,0.0567559152841568,0.8574352264404297,20.87056541442871
single_coord_linear_encoder,aneurysm2,0.1,30,zerocenter,False,mse,0.014545793645083904,0.08197660744190216,0.1279481202363968,78.59843444824219
single_coord_linear_encoder,aneurysm1,0.1,30,zerocenter,False,mse,0.01801557093858719,0.098768450319767,0.20128874480724335,74.37477111816406
single_coord_linear_encoder,cylinder,0.1,30,zerocenter,False,mse,0.004262273199856281,0.04063514992594719,0.9494988918304443,6.177938461303711
single_coord_linear_encoder,case_k_003_left,0.1,30,grid64,False,mse,0.21977590024471283,0.35624560713768005,0.6483986377716064,44.10383987426758
single_coord_linear_encoder,case_k_008_right,0.1,30,grid64,False,mse,0.10268323123455048,0.2592034339904785,0.7939266562461853,30.86329460144043
single_coord_linear_encoder,case_m_006_left,0.1,30,grid64,False,mse,0.09991501271724701,0.24029633402824402,0.7905574440956116,35.65554428100586
single_coord_linear_encoder,case_w_027_right,0.1,30,grid64,False,mse,0.11167988181114197,0.2707827389240265,0.7757333517074585,34.0217399597168
single_coord_linear_encoder,case_w_038_left,0.1,30,grid64,False,mse,0.13121820986270905,0.2865210771560669,0.6495853066444397,45.8292236328125
single_coord_linear_encoder,bifurication,0.1,30,grid64,False,mse,0.004270132631063461,0.03597814962267876,0.8318881392478943,33.1519660949707
single_coord_linear_encoder,aneurysm2,0.1,30,grid64,False,mse,0.009524180553853512,0.04999943822622299,0.13986028730869293,76.37915802001953
single_coord_linear_encoder,aneurysm1,0.1,30,grid64,False,mse,0.011587757617235184,0.06714557111263275,0.16409730911254883,79.0516357421875
single_coord_linear_encoder,cylinder,0.1,30,grid64,False,mse,0.009807365015149117,0.05049331486225128,0.9047000408172607,25.216777801513672
single_coord_linear_encoder,case_k_003_left,0.1,30,rel,False,mse,0.12832871079444885,0.19897107779979706,0.24682047963142395,70.51078033447266
single_coord_linear_encoder,case_k_008_right,0.1,30,rel,False,mse,0.027688387781381607,0.11210630089044571,0.36431947350502014,58.833709716796875
single_coord_linear_encoder,case_m_006_left,0.1,30,rel,False,mse,0.02091277576982975,0.10115241259336472,0.6212010383605957,35.90839385986328
single_coord_linear_encoder,case_w_027_right,0.1,30,rel,False,mse,0.03651633858680725,0.13238267600536346,0.2666875422000885,68.02291870117188
single_coord_linear_encoder,case_w_038_left,0.1,30,rel,False,mse,0.05212372541427612,0.15743574500083923,0.4248526394367218,55.27931594848633
single_coord_linear_encoder,bifurication,0.1,30,rel,False,mse,0.005588545463979244,0.04849458485841751,0.8611584901809692,19.921260833740234
single_coord_linear_encoder,aneurysm2,0.1,30,rel,False,mse,0.012887907214462757,0.07521919906139374,0.11661991477012634,79.41471862792969
single_coord_linear_encoder,aneurysm1,0.1,30,rel,False,mse,0.016068939119577408,0.09310586005449295,0.20403093099594116,73.80805206298828
single_coord_linear_encoder,cylinder,0.1,30,rel,False,mse,0.003457021899521351,0.03317350521683693,0.9535698294639587,3.185708522796631
single_coord_linear_encoder,case_k_003_left,0.01,30,unitcube,False,mse,0.12708131968975067,0.19722583889961243,0.2752300500869751,67.8245620727539
single_coord_linear_encoder,case_k_008_right,0.01,30,unitcube,False,mse,0.02776511386036873,0.11331917345523834,0.37126919627189636,57.9157600402832
single_coord_linear_encoder,case_m_006_left,0.01,30,unitcube,False,mse,0.021929964423179626,0.10648272931575775,0.5984994769096375,39.670753479003906
single_coord_linear_encoder,case_w_027_right,0.01,30,unitcube,False,mse,0.037352196872234344,0.1354801058769226,0.2552720606327057,69.14423370361328
