Model_Name,Case,Learning_Rate,Epochs,Transformation,Rotation,Loss_Function,MSE,MAE,Cosine_Similarity
single_coord_linear_encoder,case_k_003_left,0.1,30,unitcube,False,mse,0.126619353890419,0.1956336796283722,0.27615270018577576
single_coord_linear_encoder,case_k_008_right,0.1,30,unitcube,False,mse,0.02722744084894657,0.11165657639503479,0.3701710104942322
single_coord_linear_encoder,case_m_006_left,0.1,30,unitcube,False,mse,0.02198321558535099,0.10552536696195602,0.6005811095237732
single_coord_linear_encoder,case_w_027_right,0.1,30,unitcube,False,mse,0.036791346967220306,0.1337289959192276,0.25677818059921265
single_coord_linear_encoder,case_w_038_left,0.1,30,unitcube,False,mse,0.0524410717189312,0.15772020816802979,0.42316505312919617
single_coord_linear_encoder,bifurication,0.1,30,unitcube,False,mse,0.005429679062217474,0.048384010791778564,0.857142984867096
single_coord_linear_encoder,aneurysm2,0.1,30,unitcube,False,mse,0.012376523576676846,0.0745377168059349,0.13313744962215424
single_coord_linear_encoder,aneurysm1,0.1,30,unitcube,False,mse,0.016076019033789635,0.09422781318426132,0.1971837282180786
single_coord_linear_encoder,cylinder,0.1,30,unitcube,False,mse,0.0034456083085387945,0.03569070249795914,0.9491945505142212
single_coord_linear_encoder,case_k_003_left,0.1,30,zerocenter,False,mse,0.12686334550380707,0.19853276014328003,0.28205740451812744
single_coord_linear_encoder,case_k_008_right,0.1,30,zerocenter,False,mse,0.028501980006694794,0.11590106040239334,0.3659476637840271
single_coord_linear_encoder,case_m_006_left,0.1,30,zerocenter,False,mse,0.021611526608467102,0.10650472342967987,0.6055658459663391
single_coord_linear_encoder,case_w_027_right,0.1,30,zerocenter,False,mse,0.03767896816134453,0.13674767315387726,0.26037946343421936
single_coord_linear_encoder,case_w_038_left,0.1,30,zerocenter,False,mse,0.051689889281988144,0.15834610164165497,0.42985624074935913
single_coord_linear_encoder,bifurication,0.1,30,zerocenter,False,mse,0.007076598703861237,0.0567559152841568,0.8574352264404297
single_coord_linear_encoder,aneurysm2,0.1,30,zerocenter,False,mse,0.014545793645083904,0.08197660744190216,0.1279481202363968
single_coord_linear_encoder,aneurysm1,0.1,30,zerocenter,False,mse,0.01801557093858719,0.098768450319767,0.20128874480724335
single_coord_linear_encoder,cylinder,0.1,30,zerocenter,False,mse,0.004262273199856281,0.04063514992594719,0.9494988918304443
single_coord_linear_encoder,case_k_003_left,0.1,30,grid64,False,mse,0.001481969840824604,0.0038256847765296698,0.004363155923783779
single_coord_linear_encoder,case_k_008_right,0.1,30,grid64,False,mse,0.00044257115223445,0.0025413993280380964,0.00339807802811265
single_coord_linear_encoder,case_m_006_left,0.1,30,grid64,False,mse,0.00043415313120931387,0.0024686758406460285,0.0034107989631593227
single_coord_linear_encoder,case_w_027_right,0.1,30,grid64,False,mse,0.0005108984769321978,0.0026628824416548014,0.003527351887896657
single_coord_linear_encoder,case_w_038_left,0.1,30,grid64,False,mse,0.0011508428724482656,0.00393178965896368,0.005681988317519426
single_coord_linear_encoder,bifurication,0.1,30,grid64,False,mse,4.490769424592145e-05,0.0017766311066225171,0.008152468129992485
single_coord_linear_encoder,aneurysm2,0.1,30,grid64,False,mse,0.0006685471744276583,0.0048322295770049095,0.009775239042937756
single_coord_linear_encoder,aneurysm1,0.1,30,grid64,False,mse,0.001086325035430491,0.0075821708887815475,0.015344060026109219
single_coord_linear_encoder,cylinder,0.1,30,grid64,False,mse,0.0002858374500647187,0.0028528484981507063,0.026090743020176888
single_coord_linear_encoder,case_k_003_left,0.1,30,rel,False,mse,0.12832871079444885,0.19897107779979706,0.24682047963142395
single_coord_linear_encoder,case_k_008_right,0.1,30,rel,False,mse,0.027688387781381607,0.11210630089044571,0.36431947350502014
single_coord_linear_encoder,case_m_006_left,0.1,30,rel,False,mse,0.02091277576982975,0.10115241259336472,0.6212010383605957
single_coord_linear_encoder,case_w_027_right,0.1,30,rel,False,mse,0.03651633858680725,0.13238267600536346,0.2666875422000885
single_coord_linear_encoder,case_w_038_left,0.1,30,rel,False,mse,0.05212372541427612,0.15743574500083923,0.4248526394367218
single_coord_linear_encoder,bifurication,0.1,30,rel,False,mse,0.005588545463979244,0.04849458485841751,0.8611584901809692
single_coord_linear_encoder,aneurysm2,0.1,30,rel,False,mse,0.012887907214462757,0.07521919906139374,0.11661991477012634
single_coord_linear_encoder,aneurysm1,0.1,30,rel,False,mse,0.016068939119577408,0.09310586005449295,0.20403093099594116
single_coord_linear_encoder,cylinder,0.1,30,rel,False,mse,0.003457021899521351,0.03317350521683693,0.9535698294639587
single_coord_linear_encoder,case_k_003_left,0.01,30,unitcube,False,mse,0.12708131968975067,0.19722583889961243,0.2752300500869751
single_coord_linear_encoder,case_k_008_right,0.01,30,unitcube,False,mse,0.02776511386036873,0.11331917345523834,0.37126919627189636
single_coord_linear_encoder,case_m_006_left,0.01,30,unitcube,False,mse,0.021929964423179626,0.10648272931575775,0.5984994769096375
single_coord_linear_encoder,case_w_027_right,0.01,30,unitcube,False,mse,0.037352196872234344,0.1354801058769226,0.2552720606327057
single_coord_linear_encoder,case_w_038_left,0.01,30,unitcube,False,mse,0.05237413942813873,0.15847870707511902,0.4216270446777344
single_coord_linear_encoder,bifurication,0.01,30,unitcube,False,mse,0.0062523894011974335,0.05141310393810272,0.856483519077301
single_coord_linear_encoder,aneurysm2,0.01,30,unitcube,False,mse,0.013317395932972431,0.07738611102104187,0.1352938413619995
single_coord_linear_encoder,aneurysm1,0.01,30,unitcube,False,mse,0.017116142436861992,0.09706201404333115,0.19583119451999664
single_coord_linear_encoder,cylinder,0.01,30,unitcube,False,mse,0.0038455850444734097,0.03729844465851784,0.9484732747077942
single_coord_linear_encoder,case_k_003_left,0.01,30,zerocenter,False,mse,0.1272633820772171,0.19682975113391876,0.2695545256137848
single_coord_linear_encoder,case_k_008_right,0.01,30,zerocenter,False,mse,0.027452558279037476,0.11219994723796844,0.37279367446899414
single_coord_linear_encoder,case_m_006_left,0.01,30,zerocenter,False,mse,0.021993273869156837,0.10617063194513321,0.597674548625946
single_coord_linear_encoder,case_w_027_right,0.01,30,zerocenter,False,mse,0.03706028684973717,0.13456909358501434,0.25499123334884644
single_coord_linear_encoder,case_w_038_left,0.01,30,zerocenter,False,mse,0.052744295448064804,0.1587352305650711,0.4167449176311493
single_coord_linear_encoder,bifurication,0.01,30,zerocenter,False,mse,0.005766013171523809,0.04994045943021774,0.8569067716598511
single_coord_linear_encoder,aneurysm2,0.01,30,zerocenter,False,mse,0.012682395987212658,0.07536683976650238,0.1348731517791748
single_coord_linear_encoder,aneurysm1,0.01,30,zerocenter,False,mse,0.016511736437678337,0.09569846093654633,0.19438979029655457
single_coord_linear_encoder,cylinder,0.01,30,zerocenter,False,mse,0.003602943615987897,0.036613766103982925,0.9489380717277527
single_coord_linear_encoder,case_k_003_left,0.01,30,grid64,False,mse,0.0014825742691755295,0.0032496554777026176,0.0034298901446163654
single_coord_linear_encoder,case_k_008_right,0.01,30,grid64,False,mse,0.0004422827623784542,0.00196286803111434,0.0026004682295024395
single_coord_linear_encoder,case_m_006_left,0.01,30,grid64,False,mse,0.00043348572216928005,0.001888119149953127,0.0037949122488498688
single_coord_linear_encoder,case_w_027_right,0.01,30,grid64,False,mse,0.0005108272307552397,0.0020836987532675266,0.003014919115230441
single_coord_linear_encoder,case_w_038_left,0.01,30,grid64,False,mse,0.0011510277399793267,0.00335432100109756,0.0069821919314563274
single_coord_linear_encoder,bifurication,0.01,30,grid64,False,mse,4.3475603888509795e-05,0.0012008813209831715,0.007736116647720337
single_coord_linear_encoder,aneurysm2,0.01,30,grid64,False,mse,0.0006742523401044309,0.004307596478611231,-4.770867235492915e-05
single_coord_linear_encoder,aneurysm1,0.01,30,grid64,False,mse,0.0010877993190661073,0.007043017540127039,0.024743491783738136
single_coord_linear_encoder,cylinder,0.01,30,grid64,False,mse,0.00028759409906342626,0.0022956591565161943,0.024749755859375
single_coord_linear_encoder,case_k_003_left,0.01,30,rel,False,mse,0.12219440191984177,0.19076505303382874,0.28942543268203735
single_coord_linear_encoder,case_k_008_right,0.01,30,rel,False,mse,0.016084618866443634,0.0789426863193512,0.5921462178230286
single_coord_linear_encoder,case_m_006_left,0.01,30,rel,False,mse,0.014807653613388538,0.08086539059877396,0.5138917565345764
single_coord_linear_encoder,case_w_027_right,0.01,30,rel,False,mse,0.019613999873399734,0.09490542858839035,0.48220691084861755
single_coord_linear_encoder,case_w_038_left,0.01,30,rel,False,mse,0.0315089114010334,0.11836665868759155,0.5011078119277954
single_coord_linear_encoder,bifurication,0.01,30,rel,False,mse,1.0971189737319946,0.24215999245643616,0.8087055683135986
single_coord_linear_encoder,aneurysm2,0.01,30,rel,False,mse,217.12420654296875,7.499227523803711,0.0905698761343956
